RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3909,98069509,Surname_3909,626,Spain,Female,41.0,2,196918.85232324028,2,1,0,83668.51063487481,1
3910,88232567,Surname_3910,683,Spain,Male,32.0,2,152669.11004957327,2,0,0,99607.16719602578,0
3911,69097506,Surname_3911,789,Spain,Male,55.0,2,191690.2761093367,3,0,1,69625.58787143782,1
3912,92979525,Surname_3912,522,Spain,Male,34.0,9,10459.484386664524,1,1,1,63292.106596139485,1
3913,28509520,Surname_3913,407,France,Male,49.0,9,22882.694128405823,3,1,1,111537.68420956131,1
3914,35709876,Surname_3914,515,Germany,Female,45.0,9,41943.43939223707,4,1,1,22656.357547122905,1
3915,45079118,Surname_3915,705,Spain,Female,46.0,8,6508.399276523857,3,1,0,47274.72951223792,0
3916,42088619,Surname_3916,567,France,Female,52.0,2,211510.814106477,4,1,0,143906.41954416697,0
3917,17153541,Surname_3917,390,Spain,Female,22.0,0,35349.98937133871,3,0,0,133335.99525197764,1
3918,82671968,Surname_3918,385,Germany,Female,21.0,7,74038.2954627706,1,0,0,86812.4592932764,0
3919,24068276,Surname_3919,703,France,Male,24.0,8,15120.344193232937,1,0,1,11124.757145131332,1
3920,15568870,Surname_3920,848,France,Female,27.0,0,163288.6045153666,1,0,0,106048.65079765074,1
3921,65738304,Surname_3921,736,Spain,Female,36.0,2,45887.659268790456,4,1,0,26456.394848907818,0
3922,87557882,Surname_3922,497,Germany,Male,33.0,2,2518.590855761227,3,0,1,56830.81695698985,0
3923,24401686,Surname_3923,549,France,Male,32.0,2,12220.131337294883,1,1,1,125956.56754082993,1
3924,51092579,Surname_3924,389,France,Male,35.0,8,151329.12740882015,1,0,1,10748.032115324504,0
3925,65644497,Surname_3925,428,France,Female,59.0,5,4023.544840219412,1,1,0,103833.03833001312,0
3926,80626939,Surname_3926,536,Germany,Male,28.0,2,7241.000711354029,3,1,0,138252.42076950576,1
3927,98036770,Surname_3927,708,France,Female,58.0,1,211409.68596374063,1,0,1,90119.28416965499,0
3928,31557731,Surname_3928,470,Germany,Male,44.0,9,175519.45625831225,3,0,1,88573.68442927819,1
3929,22339481,Surname_3929,822,France,Female,45.0,8,108205.50365886059,4,1,0,69074.91403640535,1
3930,81613946,Surname_3930,738,Spain,Female,43.0,4,102881.63022946806,2,0,0,79575.53027920984,0
3931,44723172,Surname_3931,476,France,Male,58.0,6,154052.67452924978,1,1,1,67124.23444323367,1
3932,10261374,Surname_3932,541,Germany,Male,43.0,3,195191.6609212971,3,1,0,92442.29346410726,1
3933,91831796,Surname_3933,767,Germany,Male,33.0,6,39263.62448358614,2,0,1,13852.021482379074,1
3934,40631030,Surname_3934,796,France,Male,44.0,7,89378.20617347145,1,1,0,105936.23181442278,1
3935,56350611,Surname_3935,482,Germany,Male,48.0,4,204126.30723903276,3,1,0,22056.299991571163,1
3936,99337005,Surname_3936,806,Germany,,53.0,8,178386.60013771508,1,1,0,12946.265038333855,0
3937,97505461,Surname_3937,592,Spain,Male,58.0,5,31912.689457123168,3,0,1,131764.08960999298,1
3938,24654279,Surname_3938,507,France,Female,54.0,3,25827.38369880855,4,0,1,42058.148379774444,1
3939,85214768,Surname_3939,566,Spain,Female,50.0,8,98229.2219721716,4,0,1,133631.65525975928,1
3940,53246093,Surname_3940,479,France,Male,56.0,8,163946.09248136016,3,1,1,60022.22565756255,1
3941,48680770,Surname_3941,529,Spain,Male,49.0,0,182285.80100850333,3,1,0,72643.08790102805,0
3942,83475873,Surname_3942,609,France,Female,33.0,3,23813.596326075633,3,0,1,27219.433418432505,1
3943,82684560,Surname_3943,351,Spain,Female,41.0,0,188797.87021432363,2,0,0,59674.73987693612,0
3944,84709357,Surname_3944,788,Germany,Female,51.0,0,95400.77518945956,1,0,0,46755.46195604104,0
3945,10268410,Surname_3945,471,Spain,Female,34.0,5,137034.76668176783,2,1,0,47551.123520483925,1
3946,44211438,Surname_3946,520,France,Male,18.0,5,159892.67751475336,2,1,1,135620.18139317748,0
3947,16496938,Surname_3947,831,Germany,Male,23.0,7,225232.05168784878,2,1,0,35449.67959361886,0
3948,56905214,Surname_3948,501,Spain,Female,57.0,3,96915.96506228797,4,1,0,120128.05776940868,1
3949,40796040,Surname_3949,574,France,Female,59.0,0,45072.88300006804,1,1,0,128648.17663448384,1
3950,23656780,Surname_3950,721,Germany,Male,57.0,7,95452.7047158685,4,0,1,99725.85476355087,0
3951,11162476,Surname_3951,428,Spain,,50.0,5,34582.89634991371,2,0,1,63830.87108191932,1
3952,74023321,Surname_3952,487,Germany,Male,29.0,1,199536.19920868133,1,1,0,137810.18693174,1
3953,96238211,Surname_3953,804,Germany,Female,18.0,5,237972.65523534146,1,1,1,136595.22335698176,0
3954,82438960,Surname_3954,622,Germany,Male,55.0,8,41390.15529528719,2,1,0,96710.18129082327,0
3955,76558871,Surname_3955,638,France,Female,41.0,5,81897.0034324639,4,1,1,47201.45343879084,1
3956,85106897,Surname_3956,442,Spain,Male,59.0,4,150746.87081235627,1,0,1,99490.47715255554,1
3957,80470412,Surname_3957,805,Germany,Female,58.0,3,172439.29114419417,4,1,1,47291.155326817934,0
3958,48147681,Surname_3958,637,France,,34.0,8,64660.78544818041,2,0,0,64527.088916810826,0
3959,19095554,Surname_3959,399,Germany,Female,38.0,2,216494.08329653583,4,1,0,135449.0498021105,0
3960,71331592,Surname_3960,705,Germany,Female,52.0,8,222331.7093885817,3,1,1,98975.32456541207,1
3961,43477594,Surname_3961,383,Spain,Female,39.0,8,170547.79258076882,2,0,0,132173.4873255183,0
3962,51616145,Surname_3962,544,Germany,,35.0,0,71359.53489432704,3,1,1,146491.5151183529,1
3963,28254064,Surname_3963,457,Spain,Male,43.0,6,158092.19317262145,1,0,1,78371.49155054438,1
3964,39834507,Surname_3964,583,Germany,Male,25.0,0,138302.69060913037,1,1,0,97577.0290413882,1
3965,86464728,Surname_3965,833,Spain,Female,52.0,1,25801.79322637147,2,1,0,115642.0251574105,1
3966,24965967,Surname_3966,652,France,Male,27.0,6,129302.26707728201,2,1,1,23897.426164103406,1
3967,77630224,Surname_3967,523,Germany,Male,35.0,2,143526.46833835382,3,1,0,70382.64797307295,1
3968,30458373,Surname_3968,755,France,Female,32.0,9,76796.72202825488,4,0,0,60327.18873178283,1
3969,37808896,Surname_3969,558,Germany,Female,21.0,0,94605.68804420477,1,0,0,45860.46097475086,0
3970,51258565,Surname_3970,803,France,Female,32.0,7,221680.07445772452,1,1,0,131508.33336832555,0
3971,12089807,Surname_3971,668,Spain,Female,45.0,3,203343.96782719844,1,0,1,112242.5275803625,1
3972,62977291,Surname_3972,755,Spain,Male,36.0,2,36496.03461854134,3,1,1,20466.903956074755,0
3973,41482252,Surname_3973,451,Spain,Female,18.0,2,169222.66265374227,3,0,0,134823.4067228843,1
3974,54853856,Surname_3974,428,France,Male,38.0,3,109510.3714898682,1,1,1,147985.72163133946,0
3975,94216072,Surname_3975,838,Spain,Male,49.0,8,247246.622217884,3,1,1,18042.81485902946,1
3976,53321076,Surname_3976,789,Germany,Male,35.0,8,129149.05894938999,3,1,0,140973.65659436502,1
3977,76946544,Surname_3977,553,Germany,Female,53.0,1,56137.77808557566,2,0,0,103983.20938280439,1
3978,60438790,Surname_3978,487,France,,21.0,2,193022.19013336758,4,0,0,88891.84580039178,0
3979,77562521,Surname_3979,828,Germany,Female,23.0,6,144879.78756188255,4,0,0,24478.87952430195,1
3980,22837885,Surname_3980,816,France,Male,45.0,2,169733.60492454606,2,1,0,133810.67197416606,0
3981,60206406,Surname_3981,641,Germany,Female,26.0,7,153601.6783453655,3,0,1,35293.571052658204,1
3982,32374040,Surname_3982,728,France,Male,24.0,1,127153.54570421306,1,0,1,19669.978575122706,1
3983,49644796,Surname_3983,781,Spain,Male,38.0,8,28219.343768627696,2,0,0,44016.5511965303,1
3984,35259993,Surname_3984,492,Germany,Female,55.0,5,210676.40672503508,2,0,0,95291.10896828806,1
3985,16324787,Surname_3985,634,Spain,Female,22.0,7,221054.4661124721,3,0,1,98144.0445006932,0
3986,98692897,Surname_3986,507,France,Female,24.0,9,237155.8252511143,1,1,0,17965.031685303147,1
3987,66007662,Surname_3987,451,Germany,Female,37.0,6,10934.440648758731,2,0,0,89596.5535784726,0
3988,28330808,Surname_3988,726,France,Female,23.0,2,183545.8009657251,1,0,1,54587.062662762866,0
3989,56743630,Surname_3989,686,Germany,Female,38.0,4,87252.20138861076,2,1,0,138952.96694188588,0
3990,44697499,Surname_3990,503,France,Female,36.0,3,141357.773804201,3,0,1,48972.87396883698,1
3991,94504275,Surname_3991,368,Germany,Female,33.0,5,119665.11843421307,1,0,1,16847.5219992958,1
3992,70217013,Surname_3992,351,Germany,Female,38.0,4,191441.75416999002,4,1,1,62577.79070514893,0
3993,75870461,Surname_3993,396,France,Female,23.0,6,83629.15376415636,1,0,0,23036.05553754859,1
3994,41759401,Surname_3994,354,Spain,Female,41.0,0,222104.713053148,2,0,0,39466.064106934355,1
3995,71219706,Surname_3995,639,Germany,Female,35.0,9,153864.0472794961,3,0,0,94138.4083123601,0
3996,42762982,Surname_3996,757,France,Male,58.0,9,246887.9217727001,2,1,1,78359.00340638627,1
3997,57441762,Surname_3997,788,Spain,Female,57.0,6,152451.5252762323,3,0,1,43092.78097927732,1
3998,86559545,Surname_3998,527,Spain,Male,30.0,3,230844.359668678,1,1,0,130808.85871299417,1
3999,91294562,Surname_3999,560,Spain,Male,30.0,0,128626.55304941852,1,0,0,89792.34606049636,0
4000,81489605,Surname_4000,452,Germany,Female,54.0,8,218978.0829657765,4,0,1,44873.44743303458,1
4001,44501090,Surname_4001,580,Germany,Male,40.0,3,141116.20391108087,1,1,0,116494.63656587737,1
4002,42717451,Surname_4002,812,Germany,Female,54.0,4,79716.2671646533,3,1,1,110387.70931387889,0
4003,68154176,Surname_4003,569,France,Male,56.0,1,159882.74387513203,1,1,0,52499.468371870884,1
4004,50951508,Surname_4004,502,Germany,Female,49.0,8,73847.47415766507,3,0,0,126262.51710727072,1
4005,28241348,Surname_4005,598,France,Male,39.0,9,178153.51547938326,1,0,1,73042.54621842493,0
4006,78224901,Surname_4006,401,France,Female,39.0,3,184904.15464682615,1,0,1,141003.9938613624,0
4007,29721170,Surname_4007,767,Spain,Male,20.0,5,143870.94195324348,2,0,0,121891.49430390839,1
4008,13058698,Surname_4008,674,Spain,Female,20.0,8,58831.90880232969,1,0,1,79639.8062557874,0
4009,58511756,Surname_4009,752,France,Male,28.0,9,177702.41835492908,4,0,1,51396.74758619616,0
4010,39401751,Surname_4010,485,Spain,Male,46.0,2,187616.18217200215,4,0,0,70399.99010788708,0
4011,13265572,Surname_4011,549,Germany,Female,42.0,5,15885.106104013114,1,0,1,58738.969597457384,0
4012,41030353,Surname_4012,818,Germany,Male,37.0,1,131333.58499154708,2,1,1,43371.02369152622,1
4013,68586012,Surname_4013,666,Spain,Male,40.0,9,39623.25599396016,2,0,0,121650.82456409268,0
4014,21459216,Surname_4014,589,France,Female,52.0,6,190877.9932050553,4,0,0,51737.91104426341,0
4015,25241725,Surname_4015,527,Spain,Female,22.0,4,170794.43515132164,4,1,0,17116.551557814015,0
4016,89901985,Surname_4016,524,France,Male,47.0,5,32584.202379013383,4,0,1,95474.38322321867,0
4017,81947880,Surname_4017,733,Spain,,52.0,6,89227.89893337649,1,0,1,145646.80225817053,0
4018,30262014,Surname_4018,607,Spain,Female,31.0,4,224459.22042541753,3,0,0,102904.23102590494,1
4019,21553804,Surname_4019,693,Spain,Male,43.0,2,81759.34132525609,3,1,1,58774.61547084665,0
4020,19809457,Surname_4020,797,Spain,Male,21.0,1,6196.757695010658,1,1,1,13199.403709586655,0
4021,45920674,Surname_4021,682,Spain,Male,21.0,2,120421.48991326001,4,1,0,77836.89197053014,0
4022,19456781,Surname_4022,602,Spain,Male,41.0,5,135908.5695405017,4,0,0,45643.773126196684,0
4023,63409898,Surname_4023,697,Spain,Female,43.0,0,170151.2976357457,3,0,0,69522.99035492107,1
4024,54277041,Surname_4024,663,Spain,Female,18.0,5,66189.5076419905,3,0,0,18501.115204903283,1
4025,40758634,Surname_4025,588,Spain,Male,37.0,1,179534.70220225316,4,1,1,18693.147494948702,0
4026,54867737,Surname_4026,809,Germany,Male,47.0,6,150358.42197963072,2,0,0,94461.36624360745,1
4027,42149893,Surname_4027,486,Germany,Male,44.0,3,65976.00811828574,4,1,0,32943.92119383205,0
4028,93069577,Surname_4028,432,France,Male,43.0,7,114678.99222305614,1,0,1,131036.21345590135,0
4029,92678273,Surname_4029,353,Spain,Male,27.0,3,73844.93942278886,1,0,1,44471.389368972625,0
4030,21446462,Surname_4030,353,Spain,Female,42.0,9,33011.33082231997,3,0,0,30311.26080417449,0
4031,40727507,Surname_4031,439,France,,56.0,1,2873.4831634126267,4,0,1,60504.776613886075,1
4032,73011555,Surname_4032,569,Germany,Female,52.0,2,168052.8526073121,2,1,0,13920.87458600053,1
4033,47256646,Surname_4033,720,Spain,Female,52.0,2,191750.6331377445,3,1,0,54687.78191423346,1
4034,55514518,Surname_4034,834,Spain,Male,50.0,6,160263.42566596414,4,0,1,93534.63207069009,1
4035,25174732,Surname_4035,487,Germany,Male,48.0,1,164887.95481301835,1,0,1,108993.12262482182,0
4036,71647639,Surname_4036,759,Germany,Male,31.0,9,150139.97079387621,4,1,0,149380.78177873083,0
4037,53909136,Surname_4037,370,Germany,Male,50.0,1,217703.9362916023,3,0,1,37165.08860203138,1
4038,65564574,Surname_4038,803,Spain,Male,22.0,8,249240.16025245175,1,0,1,79489.30526120284,1
4039,30032399,Surname_4039,636,France,Male,48.0,5,50227.2205101594,1,1,1,10008.079955044897,0
4040,19442038,Surname_4040,641,France,Male,38.0,0,242033.97731785843,1,1,1,122148.93313154418,1
4041,55126202,Surname_4041,633,Spain,Female,34.0,3,249335.98532046183,2,0,0,106069.39281834684,1
4042,25335425,Surname_4042,778,Spain,Male,51.0,1,220408.12353822854,2,0,0,141902.7555710396,1
4043,96688219,Surname_4043,618,Spain,Female,22.0,6,792.2368795258427,1,0,1,125457.8873971458,0
4044,69604038,Surname_4044,576,Spain,Male,49.0,0,9114.771118975463,3,0,1,45405.78079421435,0
4045,27195161,Surname_4045,634,Germany,Male,27.0,6,15425.751651209408,2,1,0,89505.27922836735,0
4046,46484894,Surname_4046,812,Germany,Male,40.0,8,40104.76517135167,3,0,0,124469.03808661853,1
4047,84011597,Surname_4047,522,Germany,Female,39.0,3,246297.3211611066,3,1,0,25073.648169986387,1
4048,66855542,Surname_4048,553,France,Male,54.0,1,187672.78626357595,2,1,0,42268.89564308872,0
4049,87292138,Surname_4049,630,France,Male,44.0,8,72684.07490608719,1,0,0,149540.73581893483,0
4050,29650048,Surname_4050,506,France,Male,50.0,2,75241.84757124497,1,1,0,54154.048489054105,1
4051,67874169,Surname_4051,451,Germany,Female,52.0,9,75575.94466628776,1,1,0,99229.65299338721,1
4052,58381966,Surname_4052,400,Germany,Male,51.0,1,167331.64740634174,4,1,0,90034.22979000874,0
4053,96920066,Surname_4053,541,Germany,Female,36.0,6,53688.06496926004,4,0,1,23782.44246212725,1
4054,37002169,Surname_4054,417,France,Male,36.0,3,203708.1673324622,3,0,0,78890.00630150254,0
4055,10311979,Surname_4055,517,Spain,Female,55.0,5,100140.72319983938,1,0,1,32068.68128136565,1
4056,14704185,Surname_4056,819,Spain,Male,23.0,7,18812.225130902112,2,1,0,97543.77061625232,1
4057,34265193,Surname_4057,585,France,Male,22.0,3,240210.94474373673,1,1,0,120337.03830474558,0
4058,64196572,Surname_4058,735,Spain,Male,34.0,5,157512.16522140647,2,0,0,14593.279291532797,0
4059,64672432,Surname_4059,476,Germany,Female,47.0,8,199894.1597741027,4,0,0,16984.219112524006,1
4060,13216329,Surname_4060,486,Germany,Male,18.0,5,1666.9377755560156,4,0,0,51177.91609098466,1
4061,57174307,Surname_4061,531,France,Female,41.0,7,3562.9764434076674,1,1,0,108825.39566994076,1
4062,57877490,Surname_4062,489,France,Female,50.0,5,100593.81907905881,1,0,1,37295.49100879056,0
4063,30681067,Surname_4063,637,Spain,Male,34.0,2,229197.08836175135,1,1,1,144629.80094182485,0
4064,69771943,Surname_4064,542,France,Female,52.0,1,14580.436600640318,4,1,0,51802.69656775841,1
4065,89563754,Surname_4065,658,France,Male,27.0,6,148030.5148760987,2,0,1,43103.02645184663,0
4066,80529379,Surname_4066,546,France,,35.0,8,54158.083383591766,3,0,0,100342.59464423195,0
4067,86933186,Surname_4067,417,Spain,Male,50.0,0,232463.45772053432,2,0,1,148386.20734038565,0
4068,57048223,Surname_4068,502,Germany,Female,41.0,5,208752.5370566325,3,1,0,44796.904703103224,1
4069,15027550,Surname_4069,730,Spain,Male,24.0,5,4050.0837038073,1,1,1,76700.23873264549,0
4070,37369770,Surname_4070,662,France,Female,18.0,5,4362.9782201467515,2,0,0,29355.60153221883,1
4071,63877508,Surname_4071,817,France,Female,45.0,1,37610.54495118618,1,1,1,78508.52854828881,1
4072,65911218,Surname_4072,591,France,Female,24.0,8,54349.02328493027,4,0,0,145929.21923964244,1
4073,56898462,Surname_4073,366,Spain,Female,30.0,5,112963.37742380536,4,0,0,37407.71686226463,0
4074,93513243,Surname_4074,510,Spain,Female,54.0,7,102510.9558386132,1,1,1,117901.35509343534,1
4075,51650173,Surname_4075,709,Germany,Male,42.0,3,113842.08196290654,2,0,0,24844.9791303527,1
4076,52782818,Surname_4076,809,Spain,Male,20.0,1,52619.64562701774,3,0,0,69437.15289788917,0
4077,36077901,Surname_4077,649,Germany,Female,59.0,2,131628.06387905468,2,1,1,135194.58667292265,0
4078,45889004,Surname_4078,730,Spain,Male,35.0,3,100653.77930470085,2,0,0,47555.111196084814,1
4079,37009764,Surname_4079,612,Germany,Male,44.0,9,145770.66523874993,4,1,0,59564.93777949904,0
4080,68387160,Surname_4080,595,France,Female,52.0,8,40442.174026296685,3,0,0,31303.97556461419,0
4081,82749395,Surname_4081,673,France,Male,43.0,7,29555.005825209064,3,1,0,126880.27659882396,0
4082,13077502,Surname_4082,442,France,Female,30.0,5,128349.97964192468,1,1,0,14738.325036892329,1
4083,93976394,Surname_4083,574,Spain,Female,48.0,2,192137.13278413116,1,0,1,74761.54122962916,1
4084,79905621,Surname_4084,702,France,Female,32.0,2,174965.72324253607,2,0,0,35545.64272747535,0
4085,96286022,Surname_4085,379,Spain,Female,55.0,3,79119.99127773006,1,0,0,114776.15163823949,0
4086,17435315,Surname_4086,392,Spain,Male,39.0,2,243681.22559838474,2,0,0,122379.98644272372,0
4087,39360757,Surname_4087,416,Germany,Female,22.0,1,231583.80043909853,2,0,0,143741.75770373852,1
4088,46334960,Surname_4088,690,France,Female,22.0,8,90127.82803259467,4,1,1,55905.29404865977,1
4089,51255373,Surname_4089,735,Germany,Female,23.0,5,153410.6246741475,1,0,0,24454.352759660414,1
4090,83761728,Surname_4090,534,Spain,Female,35.0,3,237191.40679665303,2,0,1,50183.27584493198,0
4091,70460423,Surname_4091,570,Germany,Male,46.0,1,63372.947731064996,1,0,0,61758.07663765165,0
4092,48489630,Surname_4092,597,Spain,Male,54.0,9,228161.61967153472,2,0,0,149022.02671851037,0
4093,69406626,Surname_4093,694,France,Male,56.0,5,54793.84848705623,3,1,0,69102.07019377503,1
4094,84996553,Surname_4094,422,France,Female,32.0,4,210339.78019176444,1,1,1,54498.59806736876,0
4095,48241275,Surname_4095,418,France,Male,59.0,1,486.3938481075303,3,1,0,96429.91676790905,1
4096,33490077,Surname_4096,836,Spain,Female,51.0,5,235880.08238849812,2,0,0,83609.20930368228,0
4097,82516619,Surname_4097,534,Germany,Female,32.0,7,71567.65903091902,3,1,1,34141.28790661693,0
4098,20929058,Surname_4098,411,France,Male,42.0,7,43516.12727944004,1,0,1,23065.7554683261,0
4099,73465859,Surname_4099,544,Spain,Male,48.0,9,194433.06629480695,1,1,1,119689.82082959398,1
4100,61241843,Surname_4100,402,France,Male,20.0,4,83036.94769480849,4,0,0,84177.4074902582,1
4101,92481553,Surname_4101,532,France,Female,45.0,1,172510.92141759532,4,0,1,26327.024277706245,0
4102,69422506,Surname_4102,492,Germany,Male,36.0,9,141579.84713755923,4,1,0,131180.88843707013,1
4103,97546191,Surname_4103,417,Germany,Male,23.0,1,109746.3938943048,4,1,0,46599.42487660144,1
4104,55774334,Surname_4104,691,France,Female,18.0,0,53462.31510855004,2,0,0,147786.13309295513,1
4105,60833033,Surname_4105,621,France,Male,50.0,4,4290.506168534047,1,1,0,143738.8256282992,0
4106,37778178,Surname_4106,606,France,Female,49.0,5,206802.34656866788,3,1,0,126257.21675058245,1
4107,82266556,Surname_4107,462,France,Female,20.0,2,40637.12155587512,2,0,0,96657.19591188512,0
4108,51682560,Surname_4108,407,Spain,Male,33.0,3,15664.27088696487,2,0,1,87234.6841933414,0
4109,28324019,Surname_4109,812,Germany,Female,48.0,3,217051.76398992987,2,0,1,10001.196027377617,1
4110,44869907,Surname_4110,429,France,Male,41.0,6,164557.8515725608,3,0,0,24128.66411586014,1
4111,42817006,Surname_4111,742,Spain,Female,39.0,9,234137.69870946452,1,0,0,82116.63268461433,0
4112,25477336,Surname_4112,465,Spain,Female,41.0,7,17060.997863932447,1,1,1,115305.39417325334,0
4113,21354935,Surname_4113,659,Germany,,54.0,8,117399.16696252076,3,1,0,41527.10940611444,0
4114,93854533,Surname_4114,696,France,Male,48.0,7,108080.64710028647,2,1,0,19700.137584726945,0
4115,50231357,Surname_4115,608,France,Male,51.0,7,56369.1892635558,1,1,1,50512.83352100811,1
4116,95582963,Surname_4116,754,Spain,Male,19.0,6,81158.76947874922,2,1,0,134236.69476946635,0
4117,66051206,Surname_4117,805,Germany,Male,49.0,3,50525.749599448776,4,1,1,20190.211173710788,1
4118,23562144,Surname_4118,465,Spain,Female,55.0,6,213759.19776707955,3,1,1,10646.064786860894,0
4119,99426113,Surname_4119,603,France,Female,46.0,2,157418.9258555356,1,0,1,122863.31790664679,0
4120,12849812,Surname_4120,829,France,Female,36.0,4,138664.89908128598,2,0,1,141088.3996764168,1
4121,82412189,Surname_4121,386,Germany,Female,27.0,8,77225.9244614462,3,0,0,46401.33537879016,0
4122,17543599,Surname_4122,445,France,Male,48.0,4,240205.9023410181,3,1,0,110148.16145372092,0
4123,73466040,Surname_4123,637,France,Female,34.0,1,110610.88408433094,4,0,0,143155.53968756707,0
4124,48402239,Surname_4124,398,Spain,Male,31.0,0,127732.19903903638,4,0,1,141148.6834453386,0
4125,81010369,Surname_4125,379,Germany,Male,39.0,0,43295.98511015353,3,0,1,129549.52975064587,1
4126,13531225,Surname_4126,824,Spain,Female,18.0,6,125626.67456773127,4,1,0,52187.32483329085,1
4127,94854107,Surname_4127,361,Spain,Male,51.0,3,8480.208455790395,4,0,0,74334.90026540594,0
4128,16764451,Surname_4128,840,France,Male,30.0,5,51411.945440401396,3,1,1,114327.99212532066,0
4129,43215969,Surname_4129,489,Germany,Female,37.0,5,129264.67590091891,2,0,1,43212.85070511972,1
4130,60411334,Surname_4130,597,France,Male,56.0,0,161894.06959457992,1,0,1,148239.96872517525,1
4131,99326022,Surname_4131,642,Spain,Female,27.0,7,104327.5977992448,4,0,0,119435.32616050693,1
4132,36896395,Surname_4132,352,France,Male,49.0,1,201188.23774744364,1,1,0,11779.257803910514,1
4133,84883057,Surname_4133,539,France,Female,24.0,6,11665.775820673685,1,1,0,136530.27195756498,1
4134,76648831,Surname_4134,759,Spain,Male,56.0,0,32247.645881634395,3,1,0,58372.395323730874,1
4135,70765755,Surname_4135,789,France,Female,38.0,3,148490.895267499,1,0,1,121030.33391850286,0
4136,79010441,Surname_4136,813,Germany,Female,19.0,1,74944.15217765738,3,1,1,10505.368442129136,1
4137,57229270,Surname_4137,645,France,Female,18.0,1,137749.03801111833,1,0,0,133273.27716979856,1
4138,50728525,Surname_4138,848,Germany,Male,35.0,9,247407.37080227403,3,1,1,60110.80836544624,0
4139,39274366,Surname_4139,407,Germany,Female,31.0,4,202283.45372431306,3,1,1,31696.751472776577,1
4140,92983210,Surname_4140,563,Spain,Female,23.0,6,189664.1720605167,1,1,1,64186.07130848003,0
4141,82130382,Surname_4141,424,Spain,Female,28.0,6,191152.77787765904,4,0,1,65190.095848992845,1
4142,16299087,Surname_4142,522,France,Male,51.0,4,42096.93969661038,3,0,1,76764.89282152822,0
4143,84306380,Surname_4143,836,Germany,Male,48.0,6,245328.86563527794,2,1,0,53384.8089199916,1
4144,49163370,Surname_4144,780,France,Female,34.0,1,114657.27117883226,2,0,0,52106.54222261754,0
4145,93967341,Surname_4145,655,Germany,Female,57.0,2,222910.02116790783,4,1,0,91532.80714816209,0
4146,39911258,Surname_4146,437,Germany,Male,32.0,6,105522.63085871414,3,0,1,101636.76564100142,0
4147,17105836,Surname_4147,376,France,Male,36.0,3,84195.16711021474,1,1,1,16382.640437707052,0
4148,98744353,Surname_4148,506,Germany,,37.0,9,130313.3559438995,3,0,1,24003.912117048065,1
4149,73246939,Surname_4149,646,Germany,Female,39.0,7,5398.678461492917,1,1,1,131679.82284383074,0
4150,40863994,Surname_4150,721,Spain,Male,54.0,0,206920.33792977373,2,1,0,108853.67079413806,0
4151,85711212,Surname_4151,815,France,Male,37.0,4,90221.75633355395,4,1,0,142143.60024770154,0
4152,41056802,Surname_4152,361,Germany,Male,45.0,3,103870.56167150066,3,0,0,13970.801890404666,1
4153,44204785,Surname_4153,463,France,Female,39.0,5,70955.71775661704,2,0,1,111907.49990142827,0
4154,80595395,Surname_4154,801,Spain,Male,21.0,8,12426.89939123348,2,0,0,84297.06324511267,0
4155,48101703,Surname_4155,368,Germany,Male,39.0,8,174980.41797787306,1,1,0,55286.88287511216,1
4156,72859557,Surname_4156,394,Germany,Male,48.0,7,136179.21691532797,2,0,0,130980.54994465831,0
4157,30614454,Surname_4157,482,Spain,Female,51.0,7,133157.5252040119,1,1,0,129488.32484610556,0
4158,67492405,Surname_4158,597,France,,49.0,1,93956.21743078686,1,0,0,49269.61392581687,1
4159,14284800,Surname_4159,740,Germany,Male,27.0,6,43694.193434572924,2,1,1,55643.53854908025,0
4160,29477278,Surname_4160,843,France,Male,53.0,3,195181.10181625976,2,1,0,146444.4918828875,1
4161,12383945,Surname_4161,429,France,Male,31.0,7,103079.78514082317,4,1,1,75133.6963682212,1
4162,93709090,Surname_4162,436,Germany,Female,38.0,0,125837.01892919604,1,0,0,44492.62723874267,1
4163,57131845,Surname_4163,370,Germany,Male,42.0,3,150327.2188656663,4,1,0,57778.51606361731,1
4164,46261665,Surname_4164,820,Spain,Female,58.0,5,70085.00276056404,2,1,1,66585.29330097648,0
4165,28753419,Surname_4165,358,Spain,Female,35.0,8,145803.47527782005,2,0,1,22988.016643477975,0
4166,90910080,Surname_4166,578,France,Male,23.0,1,239356.45244549334,4,0,0,20724.923374917056,1
4167,42654977,Surname_4167,594,Germany,Male,26.0,8,208595.25153903503,2,0,0,90447.35886321742,1
4168,57551923,Surname_4168,562,Germany,Male,33.0,5,231584.2570971967,1,1,1,146049.5435998746,0
4169,25838725,Surname_4169,740,Germany,Female,36.0,0,219427.56124984982,4,1,0,61951.32833736129,1
4170,30011472,Surname_4170,651,France,Female,54.0,8,173280.7531793775,3,0,1,40772.502386624255,0
4171,14299217,Surname_4171,662,Spain,Male,21.0,6,32122.625021057145,1,0,1,99083.27153844404,0
4172,81442552,Surname_4172,681,France,Female,56.0,4,130744.51370693612,2,1,0,28619.87112014109,0
4173,67019511,Surname_4173,657,Spain,Female,48.0,2,105287.48711560895,3,1,0,43040.98316208262,0
4174,56357959,Surname_4174,501,France,Female,56.0,0,6307.6064162777275,1,1,0,76291.02048264608,1
